,symbol,company_name,company_description,exchange,website,exchange_short_name,industry,country,sector,ipo_date,min_date,max_date,date_count,news_page,reports_page
526,DELT.CN,Delta CleanTech Inc.,"Delta CleanTech Inc. engages in the CO2 capture, hydrogen production, solvent and ethanol purification, methane collection and destruction, and carbon credit certification and trading businesses in Canada. It offers CO2 capture solutions for CO2 enhanced heavy oil production, coal and gas power generation, and the industrial food grade CO2 markets through LCDesign, PDOengine, and DeltaSolv technologies. The company also provides Delta Purification system that offers reclaiming amine-based solvents used in natural gas processing and CO2 capturing processes; and reclaiming glycols, such as mono-ethylene glycol and tri-ethylene glycol used for natural gas dehydration, cooling, and anti-freeze processes. In addition, it provides technology for the development of hydrogen fueling stations; and develops, verifies, and markets CO2 offset credits. The company was incorporated in 2020 and is headquartered in Calgary, Canada. Delta CleanTech Inc. is a subsidiary of HTC Purenergy Inc.",Canadian Securities Exchange,https://deltacleantech.ca,CNQ,Pollution & Treatment Controls,CA,Industrials,2021-08-26,2021-08-26,2023-11-06,550,https://deltacleantech.ca/news,
527,VENAW,MicroAlgo Inc.,VIYI Algorithm Inc. operates as a subsidiary of WiMi Hologram Cloud Inc.,NASDAQ Capital Market,,NASDAQ,Shell Companies,US,Financial Services,2021-04-13,2021-04-13,2022-12-09,300,,
528,EAPI.PA,Euroapi S.A.,"Euroapi SA develops, manufactures, markets, and distributes active pharmaceutical ingredients and intermediates used in the formulation of medicines for human and veterinary use. The company was incorporated in 2021 and is based in Paris, France.",Euronext Paris,https://www.euroapi.com/en,EURONEXT,Medical Devices,FR,Healthcare,2022-05-06,2022-05-06,2023-11-06,388,https://www.euroapi.com/en/media/press-releases,https://www.euroapi.com/en/investors/regulatory-information/financial-reports
529,BURL,"Burlington Stores, Inc.","Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. As of January 29, 2022, it operated 837 stores under the Burlington Stores name, 2 stores under the Cohoes Fashions name, and 1 store under the MJM Designer Shoes name in 45 states and Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",New York Stock Exchange,https://www.burlingtoninvestors.com,NYSE,Apparel Retail,US,Consumer Cyclical,2013-10-02,2013-10-02,2023-11-06,2542,https://www.burlingtoninvestors.com/news-and-events/press-releases,
530,FFLWF,Fire & Flower Holdings Corp.,"Fire & Flower Holdings Corp. operates as an independent cannabis retailer in Canada and the United States. It sells and distributes cannabis products and accessories to the adult-use market through private retailers, as well as under the Fire & Flower, Friendly Stranger, Happy Dayz, and Hotbox retail banners. The company also operates Hifyre digital retail and analytics platform; Spark Perks customer loyalty program; cannabis websites and content platforms under the PotGuide and Wikileaf names; and Pineapple Express, a delivery platform. As of June 14, 2022, it had approximately 100 stores. The company is headquartered in Toronto, Canada.",OTC Markets Group Pink Sheets,https://fireandflower.com,PNK,Pharmaceutical Retailers,CA,Healthcare,2021-01-08,2019-02-21,2023-06-06,1081,,
531,COV.V,Covalon Technologies Ltd.,"Covalon Technologies Ltd. researches, develops, manufactures, commercializes, and licenses medical technologies and products in the United States, Canada, Europe, the Middle East, Asia, Latin America, and internationally. The company has 3 proprietary platform technologies, including collagen matrix platform that is used to manufacture a family of products to treat chronic and infected wounds, including diabetic ulcers, pressure ulcers, venous ulcers, donor and graft sites, traumatic wounds healing by secondary intention, dehisced surgical wounds, and first and second degree burns; antimicrobial silicone adhesive platform that is used for family of pre and post-surgical, and vascular access products that are designed to kill bacteria or yeast that comes into contact with the antimicrobial silicone providing broad-spectrum antimicrobial activity; and medical coating platform, a proprietary process that utilizes photo-polymerization to create active grafting sites where new polymer chains are initiated and propagated from the surface of an existing medical device. Its products include wound care dressings; surgical and peri-operative products; and infection management products. The company offers its products under the Covalon brand name through third-party distribution networks and company's direct sales force. It serves hospitals, wound care centers, burn centers, extended/alternate care and acute care facilities, home health care agencies, and physicians' offices. The company is headquartered in Mississauga, Canada.",TSX Venture Exchange,https://www.covalon.com,TSX,Biotechnology,CA,Healthcare,2007-10-25,2007-10-25,2023-11-03,4002,,
532,CYXO.ST,Cyxone AB (publ),"Cyxone AB (publ), a clinical biotech company, develops disease modifying therapies for rheumatoid arthritis, multiple sclerosis, and treatments for virally induced acute respiratory disorders. Its development portfolio comprises Rabeximod in a clinical Phase II program for rheumatoid arthritis and Covid-19 infections; and T20K, a Phase 1 candidate drug for the treatment of multiple sclerosis. The company was incorporated in 2015 and is based in Malmö, Sweden.",Nasdaq Stockholm,https://www.cyxone.com,STO,Biotechnology,SE,Healthcare,2016-06-07,2016-06-07,2023-11-06,1864,https://cyxone.com/media/,
533,INTC,Intel Corporation,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",NASDAQ Global Select Market,https://www.intel.com,NASDAQ,Semiconductors,US,Technology,1980-03-17,2000-01-04,2023-11-06,5981,https://www.intel.com/content/www/us/en/newsroom/home.html,https://www.intel.com/content/www/us/en/support/articles/000089203/programs/intel-corporation.html
534,DNNGY,Ørsted A/S,"Ørsted A/S, together with its subsidiaries, develops, constructs, owns, and operates offshore and onshore wind farms, solar farms, energy storage facilities, and bioenergy plants. It operates through Offshore, Onshore, and Markets & Bioenergy segments. The Offshore segment develops, constructs, owns, and operates offshore wind farms in the United Kingdom, Germany, Denmark, the Netherlands, the United States, Taiwan, Japan, and South Korea. The Onshore segment develops, owns, and operates onshore wind and solar farms in the United States. The Markets & Bioenergy segment engages in the generation of heat and power from combined heat and power plants in Denmark; sells power and gas in the wholesale and B2B markets; and optimizes and hedges energy portfolio. The company was formerly known as DONG Energy A/S and changed its name to Ørsted A/S in November 2017. Ørsted A/S was founded in 1972 and is headquartered in Fredericia, Denmark.",OTC Markets Group Pink Sheets,https://www.orsted.com,PNK,Utilities—Renewable,DK,Utilities,2017-10-23,2017-10-23,2023-11-06,1520,,
535,GBXI,GBX International Group Inc.,"GBX International Group Inc. engages in the financing, development, and distribution of various feature films in the theatrical motion picture markets. The company was formerly known as Bridgegate Pictures Corp. GBX International Group Inc. was founded in 1997 and is based in Corona, California.",OTC Markets Group Pink Sheets,https://gbxintl.com,PNK,Advertising Agencies,US,Communication Services,2016-01-04,2016-01-04,2023-09-15,1876,,
536,2S.BK,2S Metal Public Company Limited,"2S Metal Public Company Limited, together with its subsidiaries, engages in the production and distribution of steel products in Thailand. It operates through two segments, Production and Trading. The company offers galvanized steel pipes, equal angles, H-beams, I-beams, channel steel, gutters, bars, checkered plates, hot rolled coils, deformed bars, cold round bars, C- and U-channels, light lip channels, cut and bend rebars, galvanized steel battens, annealing wires, and chain link and crimped wire meshes, as well as flat bars, metal framework products, and C-line products. It also trades in steel products; and provides transportation services. The company was formerly known as Southern Steel Public Company Limited and changed its name to 2S Metal Public Company Limited in April 2010. 2S Metal Public Company Limited was founded in 1992 and is headquartered in Bang Klam, Thailand.",Stock Exchange of Thailand,https://www.ss.co.th,SET,Steel,TH,Basic Materials,2009-09-02,2009-09-02,2023-11-06,3454,https://www.ss.co.th/news_clipping_th/,
537,DPAM.PA,Les Docks des Pétroles d'Ambès -SA,"Les Docks des Pétroles d'Ambès SA engages in the storage and shipping of petroleum products in France. The company stores diesel, biofuels, jet fuel, technical fuels, and maritime fuels. It serves the products through tank truck and rail car. The company was founded in 1930 and is based in Carbon-Blanc, France.",Euronext Paris,https://www.dpasa.fr,EURONEXT,Oil & Gas Refining & Marketing,FR,Energy,2000-12-11,2000-12-11,2023-11-06,5829,,
538,LLY,Eli Lilly and Company,"Eli Lilly and Company discovers, develops, and markets human pharmaceuticals worldwide. It offers Basaglar, Humalog, Humalog Mix 75/25, Humalog U-100, Humalog U-200, Humalog Mix 50/50, insulin lispro, insulin lispro protamine, insulin lispro mix 75/25, Humulin, Humulin 70/30, Humulin N, Humulin R, and Humulin U-500 for diabetes; and Jardiance, Trajenta, and Trulicity for type 2 diabetes. The company provides Alimta for non-small cell lung cancer (NSCLC) and malignant pleural mesothelioma; Cyramza for metastatic gastric cancer, gastro-esophageal junction adenocarcinoma, metastatic NSCLC, metastatic colorectal cancer, and hepatocellular carcinoma; Erbitux for colorectal cancers, and various head and neck cancers; Retevmo for metastatic NSCLC, medullary thyroid cancer, and thyroid cancer; Tyvyt for relapsed or refractory classic Hodgkin's lymph and non-squamous NSCLC; and Verzenio for HR+, HER2- metastatic breast cancer, node positive, and early breast cancer. It offers Olumiant for rheumatoid arthritis; and Taltz for plaque psoriasis, psoriatic arthritis, ankylosing spondylitis, and non-radiographic axial spondylarthritis. The company offers Cymbalta for depressive disorder, diabetic peripheral neuropathic pain, generalized anxiety disorder, fibromyalgia, and chronic musculoskeletal pain; Emgality for migraine prevention and episodic cluster headache; and Zyprexa for schizophrenia, bipolar I disorder, and bipolar maintenance. Its Bamlanivimab and etesevimab, and Bebtelovimab for COVID-19; Cialis for erectile dysfunction and benign prostatic hyperplasia; and Forteo for osteoporosis. The company has collaborations with Incyte Corporation; Boehringer Ingelheim Pharmaceuticals, Inc.; AbCellera Biologics Inc.; Junshi Biosciences; Regor Therapeutics Group; Lycia Therapeutics, Inc.; Kumquat Biosciences Inc.; Entos Pharmaceuticals Inc.; and Foghorn Therapeutics Inc. Eli Lilly and Company was founded in 1876 and is headquartered in Indianapolis, Indiana.",New York Stock Exchange,https://www.lilly.com,NYSE,Drug Manufacturers—Specialty & Generic,US,Healthcare,1972-06-01,2000-01-04,2023-11-06,5981,,https://www.lilly.com/policies-reports/annual-report
539,ARTL,"Artelo Biosciences, Inc.","Artelo Biosciences, Inc., a clinical stage biopharmaceutical company, focuses on developing and commercializing treatments to modulate the endocannabinoid system. Its product candidate pipeline includes ART27.13, a synthetic G protein-coupled receptor agonist, which is in Phase 1b/2a clinical trial for the treatment of anorexia associated with cancer; ART12.11, a synthetic cannabidiol cocrystal for the treatment of inflammatory bowel disease and post-traumatic stress disorder (PTSD); and ART26.12, a fatty acid binding protein 5 inhibitor for prostate and breast cancer treatment, as well as for treating PTSD. Artelo Biosciences, Inc. has research collaboration with Trinity College Dublin to investigate ART27.13 for the treatment of cancer cachexia. The company was formerly known as Reactive Medical, Inc. and changed its name to Artelo Biosciences, Inc. in April 2017. Artelo Biosciences, Inc. was incorporated in 2011 and is based in Solana Beach, California.",NASDAQ Capital Market,https://www.artelobio.com,NASDAQ,Biotechnology,US,Healthcare,2019-06-21,2019-06-21,2023-11-06,1103,https://artelobio.com/media/,
540,002593.SZ,"Xiamen Sunrise Group Co., Ltd.","Xiamen Sunrise Group Co., Ltd. engages in the research and development, fabrication, and distribution of steel wheels in the People's Republic of China. The company offers section steel light truck steel rings; steel rims for trucks and buses; tubeless and spokeless steel rims; tubeless light truck steel and buses rims; tubeless truck buses forged aluminum rings; car forged aluminum rings; and ST trailer steel rims. It also exports its products to approximately 100 countries Europe, America, Central and South America, Southeast Asia and Australia, the Middle East, and Africa. The company was formerly known as Xiamen Sunrise Wheel Group Co. Ltd. and changed its name to Xiamen Sunrise Group Co., Ltd. in June 2015. Xiamen Sunrise Group Co., Ltd. was founded in 1995 and is based in Xiamen, China.",Shenzhen Stock Exchange,https://www.rswheels.com,SHZ,Auto Parts,CN,Consumer Cyclical,2011-06-28,2011-06-28,2023-11-06,3191,,
541,002011.SZ,"Zhejiang Dun'an Artificial Environment Co., Ltd","Zhejiang Dun'an Artificial Environment Co., Ltd manufactures, sells, and distributes various equipment, components, intelligent products in China and internationally. The company offers refrigeration fittings, such as electronic expansion valves, MEMS think service valves, thermal expansion valves, four-way valves, large capacity four-way valves, electromagnetic valves, shut-off valves, ball valves, compressor accumulators, gas-liquid separators, reservoirs, oil separators, check valves, short pipe throttle valves, and filter driers; and thermal and industrial controls comprising heat exchangers and controllers. It also provides commercial air conditioner, special air conditioner, nuclear power HVAC systems, fan dampers, and cold chain systems, as well as water treatment and energy saving services; and intelligent manufacturing equipment, including MEMS pressure sensors, ceramic pressure sensors, and human-machine collaborative robots, as well as fluid control valves, electronic water pumps, and intelligent electric control products. The company was founded in 1987 and is headquartered in Hangzhou, China.",Shenzhen Stock Exchange,https://www.dunan.net,SHZ,Specialty Industrial Machinery,CN,Industrials,2004-07-05,2004-07-05,2018-04-27,3309,,
542,SPH,"Suburban Propane Partners, L.P.","Suburban Propane Partners, L.P., through its subsidiaries, engages in the retail marketing and distribution of propane, fuel oil, and refined fuels. The company operates in four segments: Propane, Fuel Oil and Refined Fuels, Natural Gas and Electricity, and All Other. The Propane segment is involved in the retail distribution of propane to residential, commercial, industrial, and agricultural customers, as well as in the wholesale distribution to industrial end users. It offers propane primarily for space heating, water heating, cooking, and clothes drying in the residential and commercial markets; for use as a motor fuel in internal combustion engines to power over-the-road vehicles, forklifts, and stationary engines, as well as to fire furnaces, as a cutting gas to the industrial customers, and in other process applications; and for tobacco curing, crop drying, poultry brooding, and weed control in the agricultural markets. The Fuel Oil and Refined Fuels segment engages in the retail distribution of fuel oil, diesel, kerosene, and gasoline to residential and commercial customers for use primarily as a source of heat in homes and buildings. The Natural Gas and Electricity segment markets natural gas and electricity to residential and commercial customers in the deregulated energy markets in New York and Pennsylvania. The All Other segment sells, installs, and services a range of home comfort equipment, including whole-house heating products, air cleaners, humidifiers, and space heaters. As of September 25, 2021, the company served approximately 1.0 million residential, commercial, industrial, and agricultural customers through 700 locations in 41 states primarily in the east and west coast regions of the United States, as well as portions of the Midwest region of the United States and Alaska. Suburban Energy Services Group LLC serves as a general partner of Suburban Propane Partners, L.P. The company was founded in 1945 and is headquartered in Whippany, New Jersey.",New York Stock Exchange,https://www.suburbanpropane.com,NYSE,Utilities—Regulated Gas,US,Utilities,1996-02-29,2000-01-04,2023-11-06,5981,,
543,EURN,Euronav NV,"Euronav NV, together with its subsidiaries, engages in the transportation and storage of crude oil worldwide. The company also offers floating, storage, and offloading (FSO) services. As of April 1, 2022, it owned and operated a fleet of 72 vessels, including 6 chartered-in vessels with an aggregate carrying capacity of approximately 18.5 million deadweight tons consisting of 41 very large crude carriers, 2 V-plus, 27 Suezmax vessels, and 2 FSO vessels. The company was incorporated in 2003 and is headquartered in Antwerp, Belgium.",New York Stock Exchange,https://www.euronav.com,NYSE,Oil & Gas Midstream,BE,Energy,2015-01-26,2015-01-23,2023-11-06,2213,https://cmb.tech/news,
544,AAT.V,ATI Airtest Technologies Inc.,"ATI Airtest Technologies Inc. manufactures and sells air testing equipment and related services in Canada and the United States. It offers WiFi and EnOcean transmitters; carbon dioxide (CO2) transmitters for control of ventilation in buildings; parking garage ventilation products comprising stand alone gas transmitters, combined sensor/controllers, and custom configured control systems for on/off and variable modulation of fan systems; indoor wall mount dew point transmitters, indoor humidity and temperature transmitters, outside air dew point for economizer control, humidity and dew point probes, and surface condensation switches. The company also provides industrial air velocity, HVAC airflow monitoring, and low airflow/laminar airflow monitoring products; handheld and portable devices; CO2 modules, air velocity probes, humidity elements, humidity and temperature measurement modules and probes, and humidity calibration; sensors/transmitters and ventilation controllers for measuring gases; industrial low dew point; industrial humidity and temp measurement; moisture in oil transmitters and portable moisture in oil measurement; and materials and tools to perform calibrations on various sensors. ATI Airtest Technologies Inc. was incorporated in 1996 and is headquartered in Delta, Canada.",TSX Venture Exchange,https://www.airtest.com,TSX,Specialty Industrial Machinery,CA,Industrials,2000-01-21,2000-01-21,2014-01-03,1591,https://www.airtest.com/2023-v1/news,
545,MAYA.JK,PT Bank Mayapada Internasional Tbk,"PT Bank Mayapada Internasional Tbk provides commercial banking products and services in Indonesia. It offers savings and current accounts, and time deposits, as well as certificates of deposit. The company also provides overdraft, fixed, import and export, syndicated, investment, housing, vehicle, personal, acceptance, channeling, and small business loans; investment and bancassurance products; and safe box, payroll, and payment services. In addition, it offers e-banking services; and clearing, lalu lintas giral, real time gross settlement, and foreign exchange transaction services. As of December 31, 2021, the company had a network of 39 branches, 91 sub-branches, 83 functional offices, and 3 cash offices, as well as 145 automatic teller machines and 4 cash recycle machines. PT Bank Mayapada Internasional Tbk was founded in 1989 and is headquartered in Jakarta, Indonesia.",Indonesia Stock Exchange,https://www.bankmayapada.com,JKT,Banks,ID,Financial Services,2005-09-30,2005-09-30,2008-06-30,326,https://www.bankmayapada.com/pagenotfound,
546,IXHL,Incannex Healthcare Limited,"Incannex Healthcare Limited engages in the research, development, and sale of medicinal cannabinoid products in Australia. It offers pharmaceutical grade cannabinoid products under the Incannex brand name. The company's products include IHL-42X, which is in Phase II clinical trials for obstructive sleep apnea; IHL-216A for traumatic brain injury; and IHL-675A, a combination of hydroxychloroquine and cannabidiol for the prevention and treatment of inflammatory lung conditions, such as acute respiratory distress syndrome, chronic obstructive pulmonary disease, asthma, and bronchitis, as well as rheumatoid arthritis and inflammatory bowel diseases. It has partnership with The Alfred Hospital and Novotech on IHL-42X clinical program for obstructive sleep apnea; and Monash Trauma Group at the Department of Neuroscience, Monash University to conduct a study on the protective effect of IHL-216A in sports concussion. The company was formerly known as Impression Healthcare Limited and changed its name to Incannex Healthcare Limited in June 2020. Incannex Healthcare Limited was incorporated in 2001 and is based in Sydney, Australia.",NASDAQ Global Market,https://www.incannex.com.au,NASDAQ,Drug Manufacturers—Specialty & Generic,AU,Healthcare,2022-03-02,2022-03-02,2023-11-06,423,https://www.incannex.com/news-media/,
547,4677.KL,YTL Corporation Berhad,"YTL Corporation Berhad, an investment holding company, operates as an integrated infrastructure developer. It operates through six segments: Construction, Hotel operations, Cement and Building Materials Industry, Management Services and Others, Property Investment & Development, and Utilities. The company generates, transmits, and distributes electricity through gas, solar, and coal fired power plants; operates and maintains power stations and express rail links; constructs civil engineering projects; manufactures clinker, cement, and ready mixed concrete; invest in and develops residential and commercial properties; and owns and manages hotels and resorts, as well as real estate investment trusts. It also provides project management, financial, treasury, secretarial, administrative and technical support, consulting, investment advisory, property fund management, education, and wired and wireless broadband internet access services, as well as leasing, hire purchase, and credit services. In addition, the company engages in the water and sewerage, and commercial trading businesses; chartering of aircrafts, helicopters, ships, and vehicles; and development, ownership, and operation of narrowcast digital media networks, as well as 5G services. Further, it owns and operates digital advertising platforms and data centers; trades in cane furniture, local handicrafts, paintings, and accessories; retails fashion apparels and related accessories; cultivates palm oil; breeds, wholesales, retails, and distributes koi fish; rents motor vehicles and air ticketing; manages loyalty programmes; develops and sells software applications; trades in and rents transportable cabins, wood-based products, granite aggregates, and mechanical and electrical equipment and parts; and processes digital payments via e-money platform. The company was founded in 1955 and is based in Kuala Lumpur, Malaysia. YTL Corporation Berhad is a subsidiary of Yeoh Tiong Lay & Sons Holdings Sdn Bhd.",Bursa Malaysia,https://www.ytl.com,KLS,Utilities—Diversified,MY,Utilities,2000-01-03,2004-01-01,2023-11-06,4914,https://www.ytl.com/news.asp,https://www.ytl.com/reports.asp?cID=1
548,NI-PB,NiSource Inc.,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates through two segments, Gas Distribution Operations and Electric Operations. The company distributes natural gas to approximately 853,000 customers in northern Indiana, as well as approximately 2.4 million residential, commercial, and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, and Maryland. It operates approximately 54,600 miles of distribution main pipelines, as well as associated individual customer service lines; and 1,000 miles of transmission main pipelines. The company generates, transmits, and distributes electricity to approximately 483,000 customers in 20 counties in the northern part of Indiana, as well as engages in wholesale electric and transmission transactions. It owns and operates coal-fired electric generating stations with a capacity of 722 megawatts (MW) in Wheatfield and 455 MW in Michigan City; combined cycle gas turbine with a capacity of 563 MW in West Terre Haute; natural gas generating units with a capacity of 155 MW in Wheatfield; hydro generating plants with a capacity of 9 MW in Carroll County and 7 MW in White County; and wind generating units with a capacity of 102 MW and 302 MW in White County, Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",New York Stock Exchange,https://www.nisource.com,NYSE,Utilities—Regulated Gas,US,Utilities,2018-11-29,2018-11-29,2023-11-06,1242,https://www.nisource.com/news,
549,0HEU.L,American Tower Corporation,"American Tower Corporation, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 219,000 communications sites. For more information about American Tower, please visit the Earnings Materials and Investor Presentations sections of our investor relations website at www.americantower.com.",London Stock Exchange,https://www.americantower.com,LSE,Real Estate—Diversified,US,Real Estate,2018-01-29,2018-01-29,2023-11-06,1183,https://www.americantower.com/media-hub/category/news,https://www.americantower.com/annual-reports
550,WFC-PQ,Wells Fargo & Company,"Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The Consumer Banking and Lending segment offers diversified financial products and services for consumers and small businesses. Its financial products and services include checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. The Commercial Banking segment provides financial solutions to private, family owned, and certain public companies. Its products and services include banking and credit products across various industry sectors and municipalities, secured lending and lease products, and treasury management services. The Corporate and Investment Banking segment offers a suite of capital markets, banking, and financial products and services to corporate, commercial real estate, government, and institutional clients. Its products and services comprise corporate banking, investment banking, treasury management, commercial real estate lending and servicing, equity, and fixed income solutions, as well as sales, trading, and research capabilities services. The Wealth and Investment Management segment provides personalized wealth management, brokerage, financial planning, lending, private banking, and trust and fiduciary products and services to affluent, high-net worth, and ultra-high-net worth clients. It also operates through financial advisors. Wells Fargo & Company was founded in 1852 and is headquartered in San Francisco, California.",New York Stock Exchange,https://www.wellsfargo.com,NYSE,Banks,US,Financial Services,2013-07-16,2013-07-16,2023-09-14,2560,,https://www.wellsfargo.com/about/investor-relations/annual-reports/
551,CLEV,"Concrete Leveling Systems, Inc.","Concrete Leveling Systems, Inc. manufactures and sells specialized equipment for end users in the concrete leveling industry. The company was incorporated in 2007 and is based in Canton, Ohio.",OTC Markets Group Pink Sheets,https://www.clsfabricating.com,PNK,Farm & Heavy Construction Machinery,US,Industrials,2010-06-25,2010-06-25,2012-03-19,437,,
552,FWZ.V,Fireweed Metals Corp.,"Fireweed Metals Corp. acquires, explores for, and develops mineral properties in Canada. It explores for zinc, lead, and silver, as well as gallium and germanium deposits. The company owns an interest in the Macmillan Pass project located in Yukon, Canada; and the Gayna River project situated in Northwest Territories, Canada. It also has an option to acquire 100% interest in the Mactung Tungsten project that covers an area of 37.6 square kilometers located in Yukon and Northwest Territories, Canada. The company was formerly known as Fireweed Zinc Ltd. and changed its name to Fireweed Metals Corp. in June 2022. Fireweed Metals Corp. was incorporated in 2015 and is headquartered in Vancouver, Canada.",TSX Venture Exchange,https://fireweedmetals.com,TSX,Other Industrial Metals & Mining,CA,Basic Materials,2018-01-02,2018-01-02,2023-11-06,1464,https://fireweedmetals.com/news/,
553,2055.T,"Nichiwa Sangyo Co., Ltd.","Nichiwa Sangyo Co., Ltd. engages in the manufacture, consignment processing, and brokerage of compound feed products in Japan. The company is also involved in the manufacture and intermediary sales of equipment for livestock and poultry; and livestock medical care business. Nichiwa Sangyo Co., Ltd. was incorporated in 1924 and is headquartered in Kobe, Japan.",Tokyo Stock Exchange,https://www.nichiwasangyo.co.jp,JPX,Packaged Foods,JP,Consumer Defensive,2000-04-04,2001-01-02,2023-11-06,5648,https://www.nichiwasangyo.co.jp/news,
554,JSAIY,J Sainsbury plc,"J Sainsbury plc, together with its subsidiaries, engages in the food, general merchandise and clothing retailing, and financial services activities in the United Kingdom and the Republic of Ireland. It operates through three segments: Retail  Food, Retail  General Merchandise and Clothing, and Financial Services. The company operates various store formats, including convenience stores and supermarkets. It is also involved in the online grocery and general merchandise operations. As of March 5, 2022, the company operated 598 supermarkets, 809 convenience stores, 728 Argos stores, and 335 collection points, as well as 3 Habitat stores. In addition, it offers financial services, such as credit cards, scorecards, and personal loans; and home, car, pet, travel, and life insurance products. The company was founded in 1869 and is headquartered in London, the United Kingdom.",OTC Markets Group Pink Sheets,https://www.about.sainsburys.co.uk,PNK,Grocery Stores,GB,Consumer Defensive,2008-01-30,2010-01-04,2023-11-06,3485,,
555,1440.HK,Deyun Holding Ltd.,"Deyun Holding Ltd., an investment holding company, engages in the manufacture and sale of lace, and provision of dyeing services in the People's Republic of China, Hong Kong, and internationally. It offers lace for use in the production of branded lingerie and other products on order-by-order basis. The company also offers dyeing services primarily to lace and swim wear manufacturers. In addition, it is involved in the lease of an investment property through operating lease, as well as the trading of causal and sports footwear. The company was founded in 2002 and is headquartered in Fuzhou, the People's Republic of China. Deyun Holding Ltd. is a subsidiary of Deyong Investment Co., Ltd.",Hong Kong Stock Exchange,https://www.ds-lace.com,HKSE,Specialty Chemicals,CN,Basic Materials,2021-01-13,2021-01-13,2023-11-06,693,,
556,BVNNF,BevCanna Enterprises Inc.,"BevCanna Enterprises Inc. develops and manufactures cannabis-infused beverages and consumer products for in-house brands and white label clients. It has a 295-acre outdoor cultivation site in the Okanagan Valley and the rights to a pristine spring water aquifer, as well as a facility with a bottling capacity of up to 210M bottles. The company is headquartered in Vancouver, Canada.",OTC Markets Group Pink Sheets,https://www.bevcanna.com,PNK,Beverages—Non-Alcoholic,CA,Consumer Defensive,2019-07-17,2019-07-17,2023-03-06,913,,
557,0QKB.L,LEM Holding SA,"LEM Holding SA, together with its subsidiaries, provides solutions for measuring electrical parameters in China, the United States, Germany, Japan, Italy, Switzerland, and internationally. It operates in two segments, Industry and Automotive. The Industry segment develops, manufactures, and sells transducers for the measurement of current and voltage of various industrial applications. The Automotive segment develops, manufactures, and sells transducers for applications in automotive markets. The company also offers energy meters; smart electronic battery sensors and shunts; and integrators. Its products are used in various applications, such as drives, welding, renewable energies, power supplies, traction, high-precision, trackside, automation, automotive battery management and motor control, smart grid, electric vehicle chargers, conventional and green cars businesses, as well as for AC/DC converters, uninterrupted power supply systems for computers, micro turbines, and wind and solar power generation. The company was founded in 1972 and is based in Plan-les-Ouates, Switzerland.",London Stock Exchange,https://www.lem.com,LSE,Technology Hardware & Equipment,CH,Technology,2014-04-08,2022-02-01,2023-11-06,437,https://www.lem.com/en/news,
558,300797.SZ,"NCS Testing Technology Co., Ltd.","NCS Testing Technology Co., Ltd. provides third-party testing services in China. It offers testing services, including chemical composition testing, mechanical property testing, material failure analysis, nondestructive testing, and measurement calibration services, as well as proficiency testing services. The company also develops and sells analysis and testing instruments, NDT equipment, certified reference materials, and other products; and provides anti-corrosion products, as well as related engineering projects. In addition, it provides technical support for nuclear power, commercial aircraft, China emergency analysis, and production safety accident investigation. The company was founded in 2001 and is headquartered in Beijing, China. NCS Testing Technology Co., Ltd. is a subsidiary of China Iron and Steel Research Institute Technology Group Co., Ltd.",Shenzhen Stock Exchange,https://www.ncschina.com,SHZ,Specialty Industrial Machinery,CN,Industrials,2019-11-01,2019-10-31,2023-11-06,1015,,
